True Label,Predicted Label,Content
introduction,simulation,"in emulsions , the term flocculation refers to the ( spontaneous ) clustering of droplets , leading to the formation of density inhomogeneities . here we describe the onset of flocculation in computer simulations of two - dimensional ( NUM ) liquid foams . this only occurs in systems where the liquid - gas interfaces meet at a finite contact angle italic_theta , as illustrated in figure ref ( b ) . previous simulations of NUM foams with finite liquid fraction italic_phi have taken this contact angle to be zero citationelement or , where that was not feasible for numerical reasons , as small as possible citationelement . we treat both liquid and gas as incompressible , and so the results apply equally to emulsions .                                                                                                                                                                                                                                                                                                                                                                                                  "
model,abstract,"taking the nambu - jona - lasinio ( njl ) model as a simple but nontrivial example , we explicitly demonstrate that quark matter becomes unstable for a formation of dcdw above a certain density ; the njl model has been recently used as an effective model of qcd , embodying spontaneous breaking of chiral symmetry in terms of quark degree of freedom citationelement . we shall explicitly see the dcdw state exhibits a ferromagnetic property .                                                                                                                                                                                                                                                                                                                                                                                                                                                   "
model,caption,"along the NUM RELOP_less_than italic_R RELOP_less_than ID_infinity deformations line of the italic_S italic_U OPEN_( NUM CLOSE_) - wznw sigma - model , the topology of the background space is of the three sphere . however , at the boundaries ( italic_R RELOP_equals NUM PUNCT_, ID_infinity ) , the topology is changed to that of a product of a two - disc ( corresponding to the italic_S italic_U OPEN_( NUM CLOSE_) MULOP_divide italic_U OPEN_( NUM CLOSE_) conformal background ) with a circle whose radius shrinks to NUM . in the ` ` italic_S italic_L OPEN_( NUM CLOSE_) "" case , the background at the boundary is the direct product of a degenerated circle with a semi - infinite cigar ( at italic_R ARROW_to ID_infinity ) , or the infinite trumpet ( at italic_R ARROW_to NUM ) ; these correspond to the dual pair of the NUM - italic_d euclidean black - hole backgrounds .                                                                                                                                                                                                                                                                                                                                                                       "
model,conclusion,"based on the luminosity limits of the primary and secondary , we can immediately constrain what mass of star the primary was and what the secondary mass would have been at the point the primary exploded . if the primary is less than NUM mathformula m FLOATSUBSCRIPT_start MULOP_direct_product FLOATSUBSCRIPT_end then the star does not become luminous enough to match the lower limit . if it is more massive than about NUM mathformula m FLOATSUBSCRIPT_start MULOP_direct_product FLOATSUBSCRIPT_end then the star is too bright to pass through the upper luminosity limit . similarly , the secondary must lie between about NUM mathformula m FLOATSUBSCRIPT_start MULOP_direct_product FLOATSUBSCRIPT_end and NUM mathformula m FLOATSUBSCRIPT_start MULOP_direct_product FLOATSUBSCRIPT_end . a further constraint is imposed on the possible mass ratio of the system . the position of the secondary in the hr diagram tells us that it must have reached ( or be extremely close to ) the end of its main - sequence lifetime and therefore that the mass ratio of the system must be close to unity .                                                                                                                                                                                                                                                                                                                                                    "
model,contribution,"the italic_rho POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end contribution , due to the process italic_e POSTSUPERSCRIPT_start ADDOP_plus POSTSUPERSCRIPT_end italic_e POSTSUPERSCRIPT_start ADDOP_minus POSTSUPERSCRIPT_end ARROW_to italic_gamma POSTSUPERSCRIPT_start MULOP_times POSTSUPERSCRIPT_end ARROW_to italic_rho POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARROW_to italic_phi italic_pi POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end , represents an important ozi - violating intermediate state . the presence of such a kind of contribution is inferred by the large italic_phi ADDOP_minus italic_rho POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end italic_pi POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end coupling . the rate Gamma OPEN_( italic_phi ARROW_to italic_rho POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end italic_pi POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end CLOSE_) for the single neutral channel italic_rho POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end italic_pi POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end can be obtained from the total rate Gamma OPEN_( italic_phi ARROW_to italic_rho italic_pi CLOSE_) correctly accounting for the interference among the three isospin channels , for details see the appendix ref . in particular , we find that only the NUM . NUM % of the br OPEN_( italic_phi ARROW_to italic_rho italic_pi CLOSE_) RELOP_equals NUM ADDOP_plus_or_minus NUM citationelement is due to italic_rho POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end italic_pi POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end . using the general expressions : Gamma OPEN_( italic_V ARROW_to italic_V POSTSUPERSCRIPT_start SUPOP_prime POSTSUPERSCRIPT_end italic_P CLOSE_) RELOP_equals FRACOP_italic_divide ARG_start VERTBAR_| italic_g POSTSUPERSCRIPT_start italic_V POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_V POSTSUPERSCRIPT_start SUPOP_prime POSTSUPERSCRIPT_end italic_P POSTSUBSCRIPT_end VERTBAR_| POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end ARG_start NUM italic_pi ARG_end FRACOP_italic_divide ARG_start OPEN_{ OPEN_[ italic_M POSTSUBSCRIPT_start italic_V POSTSUBSCRIPT_end POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ADDOP_minus OPEN_( italic_M POSTSUBSCRIPT_start italic_V POSTSUPERSCRIPT_start SUPOP_prime POSTSUPERSCRIPT_end POSTSUBSCRIPT_end ADDOP_minus italic_M POSTSUBSCRIPT_start italic_P POSTSUBSCRIPT_end CLOSE_) POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end CLOSE_] OPEN_[ italic_M POSTSUBSCRIPT_start italic_V POSTSUBSCRIPT_end ADDOP_minus OPEN_( italic_M POSTSUBSCRIPT_start italic_V POSTSUPERSCRIPT_start SUPOP_prime POSTSUPERSCRIPT_end POSTSUBSCRIPT_end ADDOP_plus italic_M POSTSUBSCRIPT_start italic_P POSTSUBSCRIPT_end CLOSE_) POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end CLOSE_] CLOSE_} POSTSUPERSCRIPT_start NUM MULOP_divide NUM POSTSUPERSCRIPT_end ARG_end ARG_start OPEN_( NUM italic_M POSTSUBSCRIPT_start italic_V POSTSUBSCRIPT_end CLOSE_) POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end Gamma OPEN_( italic_V ARROW_to italic_e POSTSUPERSCRIPT_start ADDOP_plus POSTSUPERSCRIPT_end italic_e POSTSUPERSCRIPT_start ADDOP_minus POSTSUPERSCRIPT_end CLOSE_) RELOP_equals FRACOP_italic_divide ARG_start italic_alpha italic_M POSTSUBSCRIPT_start italic_V POSTSUBSCRIPT_end ARG_end ARG_start NUM VERTBAR_| italic_F POSTSUBSCRIPT_start italic_V POSTSUBSCRIPT_end VERTBAR_| POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end for the decay of a vector meson italic_V into another vector italic_V POSTSUPERSCRIPT_start SUPOP_prime POSTSUPERSCRIPT_end and a pseudoscalar italic_P , and the electromagnetic coupling of a vector italic_V to italic_e POSTSUPERSCRIPT_start ADDOP_plus POSTSUPERSCRIPT_end italic_e POSTSUPERSCRIPT_start ADDOP_minus POSTSUPERSCRIPT_end respectively , we extract the couplings in terms of the corresponding rates and we get ( italic_V RELOP_equals italic_phi , italic_V POSTSUPERSCRIPT_start SUPOP_prime POSTSUPERSCRIPT_end RELOP_equals italic_rho POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end , and italic_P RELOP_equals italic_pi POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ) : VERTBAR_| italic_g POSTSUPERSCRIPT_start italic_phi POSTSUPERSCRIPT_end POSTSUBSCRIPT_start italic_rho POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end italic_pi POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_end VERTBAR_| RELOP_equals OPEN_( NUM ADDOP_plus_or_minus NUM CLOSE_) GeV POSTSUPERSCRIPT_start ADDOP_minus NUM POSTSUPERSCRIPT_end ATOM VERTBAR_| F POSTSUBSCRIPT_start italic_rho POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_end VERTBAR_| RELOP_equals NUM ADDOP_plus_or_minus NUM PERIOD_. the knowledge of these couplings completely determines the italic_rho POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end contribution in terms of the parameterization of eq . ( ref ) . we are now ready to establish whether this contribution is enough to describe the cross section measured by the b a b ar collaboration . looking at fig . ref , where the tff and the corresponding cross section are shown as expected in case of only italic_rho POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end contribution , we note"
model,definition,"the connected components of italic_P MULOP_tensor_product blackboard_R ADDOP_set_minus ADDOP_union POSTSUBSCRIPT_start italic_alpha RELOP_element_of Delta POSTSUBSCRIPT_start ADDOP_plus POSTSUBSCRIPT_end PUNCT_, italic_k RELOP_element_of blackboard_Z POSTSUBSCRIPT_end italic_H POSTSUBSCRIPT_start italic_alpha PUNCT_, italic_k POSTSUBSCRIPT_end are called alcoves . the affine weyl group italic_W POSTSUBSCRIPT_start aff POSTSUBSCRIPT_end acts on the set of the alcoves simply and transitively .                                                                                                                                                                                                                                                                                                                                                                                                                                                                              "
model,example,"let italic_psi be a skew - adjoint map of OPEN_( italic_V PUNCT_, OPEN_langle MULOP_cdot PUNCT_, MULOP_cdot CLOSE_rangle CLOSE_) . motivated by the splitting italic_sigma italic_rho POSTSUBSCRIPT_start italic_a POSTSUBSCRIPT_end of theorem ref , we form the algebraic curvature tensor : italic_A POSTSUBSCRIPT_start italic_psi POSTSUBSCRIPT_end OPEN_( italic_x PUNCT_, italic_y PUNCT_, italic_z PUNCT_, italic_w CLOSE_) RELOP_assign OPEN_langle italic_psi italic_y PUNCT_, italic_z CLOSE_) OPEN_langle italic_psi italic_x PUNCT_, italic_w CLOSE_rangle ADDOP_minus OPEN_langle italic_psi italic_x PUNCT_, italic_z CLOSE_rangle OPEN_langle italic_psi italic_y PUNCT_, italic_w CLOSE_rangle ADDOP_minus NUM OPEN_langle italic_psi italic_x PUNCT_, italic_y CLOSE_rangle OPEN_langle italic_psi italic_z PUNCT_, italic_w CLOSE_rangle PERIOD_. the following examples appear first in citationelement :                                                                                                                                                                                                                                                                                                                                                                                                                           "
model,experiment,"the decay of dark matter particles induced by the kinetic mixing discussed above will generate potentially sizable numbers of standard model particles which may be detectable in cosmic - ray experiments if the dark matter decay rate is high enough . in the following , we will consider the cosmic - ray signatures resulting from the decay of neutralinos and hidden gauginos in three different channels , namely gamma rays , positrons and antiprotons . interestingly , in all of these channels , experiments are now reaching sensitivities to dark matter lifetimes of the order of NUM POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ATOM .                                                                                                                                                                                                                                                                                                                                                                                                                          "
model,introduction,"dyson - schwinger equations provide a non - perturbative , continuum approach for the exploration of strong interaction physics citationelement . derived from qcd 's euclidean space generating functional , they constitute a tower of enumerable coupled integral equations whose solutions are the n - point green 's functions . a consistent truncation scheme that makes the dse calculations tractable is the so - called rainbow - ladder approximation . such a rainbow - dse and ladder - bse approach has been used extensively in the investigation of spontaneously chiral symmetry breaking and confinement citationelement and also found successful applications in calculating light pseudo - scalar and vector meson observables citationelement as well as in describing strong interaction at finite temperature and / or density citationelement . the subsequent model calculation of chiral susceptibility will also be conducted systematically and consistently in the rainbow - dse and ladder - bse framework with an effective gluon propagator .                                                                                                                                                                                                                                                                                                                                                                   "
model,notation,"the two - dimensional space italic_x POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end RELOP_equals OPEN_{ italic_t PUNCT_, italic_z CLOSE_} can be promoted to superspace by adding a two - component real grassmann variable italic_theta POSTSUBSCRIPT_start italic_alpha POSTSUBSCRIPT_end RELOP_equals OPEN_{ italic_theta POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, italic_theta POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end CLOSE_} . the coordinate transformations italic_theta POSTSUBSCRIPT_start italic_alpha POSTSUBSCRIPT_end ARROW_to italic_theta POSTSUBSCRIPT_start italic_alpha POSTSUBSCRIPT_end ADDOP_plus italic_varepsilon POSTSUBSCRIPT_start italic_alpha POSTSUBSCRIPT_end PUNCT_, italic_x POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end ARROW_to italic_x POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end ADDOP_minus italic_i OVERACCENT_bar ARG_start italic_theta ARG_end italic_gamma POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end italic_varepsilon add susy to the translational and lorentz invariances . a convenient representation for the two - dimensional majorana italic_gamma matrices we use throughout this paper is italic_gamma POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end RELOP_equals italic_sigma POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PUNCT_, italic_gamma POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end RELOP_equals italic_i italic_sigma POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end PERIOD_. the real superfield Phi OPEN_( italic_x PUNCT_, italic_theta CLOSE_) has the form Phi OPEN_( italic_x PUNCT_, italic_theta CLOSE_) RELOP_equals italic_phi OPEN_( italic_x CLOSE_) ADDOP_plus OVERACCENT_bar ARG_start italic_theta ARG_end italic_psi OPEN_( italic_x CLOSE_) ADDOP_plus FRACOP_italic_divide ARG_start NUM ARG_end ARG_start NUM ARG_end OVERACCENT_bar ARG_start italic_theta ARG_end italic_theta italic_F OPEN_( italic_x CLOSE_) PUNCT_, where OVERACCENT_bar ARG_start italic_theta ARG_end RELOP_equals italic_theta italic_gamma POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end , and italic_theta PUNCT_, italic_psi are real two - component spinors . the superspace transformations ( ref ) generate the following susy transformations : italic_delta italic_phi RELOP_equals OVERACCENT_bar ARG_start italic_varepsilon ARG_end italic_psi PUNCT_, italic_delta italic_psi RELOP_equals ADDOP_minus italic_i OPERATOR_partial_differential POSTSUBSCRIPT_start italic_mu POSTSUBSCRIPT_end italic_phi italic_gamma POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end italic_varepsilon ADDOP_plus italic_F italic_varepsilon PUNCT_, italic_delta italic_F RELOP_equals ADDOP_minus italic_i OVERACCENT_bar ARG_start italic_varepsilon ARG_end italic_gamma POSTSUPERSCRIPT_start italic_mu POSTSUPERSCRIPT_end OPERATOR_partial_differential POSTSUBSCRIPT_start italic_mu POSTSUBSCRIPT_end italic_psi PERIOD_. in NUM + NUM dimensions it is a minimal , caligraphic_N RELOP_equals NUM , supersymmetry .                                                                                                                                                                                                                                         "
model,observation,"the work of citationelement does a simple comparison with early type ia supernova observations . here we will extend this , using both the more recent union2 . NUM supernova dataset and also a set of hubble parameter measurements discussed in the previous sections citationelement . we assume a flat universe and carry out a two - parameter analysis OPEN_( Omega POSTSUBSCRIPT_start italic_m POSTSUBSCRIPT_end PUNCT_, italic_lambda CLOSE_) with a flat prior on the former and a logarithmic prior on the latter . in principle we could include italic_H POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end as a third parameter , but we note that the union2 . NUM dataset we use already has italic_H POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equals NUM km / s / mpc . for the fine - structure constant measurements we will use the aforementioned datasets .                                                                                                                                                                                                                                                                                                                                                                                         "
model,problem,first of all campo and parentani citationelement mention the problems of previous approaches ( substantially those in ref . citationelement ) . the main identified problems are                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
model,proof,"identify caligraphic_H with italic_S italic_L OPEN_( NUM PUNCT_, blackboard_R CLOSE_) MULOP_divide italic_S italic_O OPEN_( NUM CLOSE_) and blackboard_H with italic_S italic_L OPEN_( NUM PUNCT_, blackboard_C CLOSE_) MULOP_divide italic_S italic_U OPEN_( NUM CLOSE_) . denote by caligraphic_M POSTSUBSCRIPT_start italic_F PUNCT_, NUM PUNCT_; fraktur_a POSTSUBSCRIPT_end the moduli space of semi - stable lattices of rank two whose associated projective models are isomorphic to caligraphic_O POSTSUBSCRIPT_start italic_F POSTSUBSCRIPT_end ADDOP_direct_sum fraktur_a for a certain ideal fraktur_a , and denote its volume italic_T part by caligraphic_M POSTSUBSCRIPT_start italic_F PUNCT_, NUM PUNCT_; fraktur_a POSTSUBSCRIPT_end OPEN_[ italic_T CLOSE_] . make the identification caligraphic_M POSTSUBSCRIPT_start italic_F PUNCT_, NUM PUNCT_; fraktur_a POSTSUBSCRIPT_end OPEN_[ italic_N OPEN_( fraktur_a CLOSE_) MULOP_cdot Delta POSTSUBSCRIPT_start italic_F POSTSUBSCRIPT_end CLOSE_] RELOP_similar_to_or_equals OPEN_( italic_S italic_L OPEN_( caligraphic_O POSTSUBSCRIPT_start italic_F POSTSUBSCRIPT_end ADDOP_direct_sum fraktur_a CLOSE_) MULOP_backslash OPEN_( caligraphic_H POSTSUPERSCRIPT_start italic_r POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_end MULOP_times blackboard_H POSTSUPERSCRIPT_start italic_r POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_end CLOSE_) CLOSE_) POSTSUBSCRIPT_start ss POSTSUBSCRIPT_end PUNCT_, where as usual ss means the subset consisting of points corresponding to rank two semi - stable caligraphic_O POSTSUBSCRIPT_start italic_F POSTSUBSCRIPT_end - lattices in the quotient space italic_S italic_L OPEN_( caligraphic_O POSTSUBSCRIPT_start italic_F POSTSUBSCRIPT_end ADDOP_direct_sum fraktur_a CLOSE_) MULOP_backslash OPEN_( OPEN_( italic_S italic_L OPEN_( NUM PUNCT_, blackboard_R CLOSE_) MULOP_divide italic_S italic_O OPEN_( NUM CLOSE_) CLOSE_) POSTSUPERSCRIPT_start italic_r POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_end MULOP_times OPEN_( italic_S italic_L OPEN_( NUM PUNCT_, blackboard_C CLOSE_) MULOP_divide italic_S italic_U OPEN_( NUM CLOSE_) CLOSE_) POSTSUPERSCRIPT_start italic_r POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_end CLOSE_) PERIOD_.                                                                                                                                                                                                                                                                                       "
model,proposition,"for italic_k pair excitations , if only italic_h POSTSUPERSCRIPT_start OPEN_( NUM CLOSE_) POSTSUPERSCRIPT_end term from the standard pairing potential is considered for the standard pairing hamiltonian ( NUM ) , namely                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 "
model,question,"given the world 's italic_p OPEN_( italic_gamma PUNCT_, italic_K POSTSUPERSCRIPT_start ADDOP_plus POSTSUPERSCRIPT_end CLOSE_) Lambda data , this section addresses the following questions : ( a ) from a proposed set of resonances , what subset features in the most probable model ? ( b ) what is the probability of a proposed resonance italic_R ? bayesian inference allows one to answer these questions in a quantitative way .                                                                                                                                                                                                                                                                                                                                                                                                                                                            "
model,related work,a number of attempts have been made to explain the nature of the bumps seen in this grb 's light curve ( lazzati et al . citationelement ; schaefer et al . citationelement ; nakar et al . citationelement ) .                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
model,remark,"similarly to other approaches , we will make the assumptions that ( a ) the dependencies are known , and ( b ) the reward function is known , only the transition probabilities need to be learned .                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          "
model,result,"the complete mathematical result for the model error of logan - ga and ma0 is presented in the appendix . similar results , omitted here to save space , can be obtained for ma1 . the main conclusion is that both logan - ga and ma0 can lead to an over - estimation of the dv . this contrasts the standard view of these methods . we summarize in the following theorem , for which the main idea is to show that replacing ( ref ) which occurs on the right hand side of ( ref ) by a constant intercept italic_b introduces an error in the least squares solution for the dv which can be specifically quantified .                                                                                                                                                                                                                                                                                                                                                                                                         "
model,simulation,"the network size is italic_N RELOP_equals NUM nodes , the mean number of in - going links ( punishers ) is italic_lambda RELOP_equals NUM , and their distribution is poissonian . on the contrary to our former calculations citationelement , here we assume a homogeneous distribution of the initial probability to defect the norm , i . e . the initial boldness italic_b OPEN_( italic_i CLOSE_) , where italic_i is the node index . as a rule , the initial vengeance italic_v OPEN_( italic_i CLOSE_) , i . e . the initial probability of punishing , is italic_v OPEN_( italic_i CLOSE_) RELOP_equals NUM ADDOP_minus italic_b OPEN_( italic_i CLOSE_) . this condition is not maintained during the simulation ; however , italic_b OPEN_( italic_i CLOSE_) ADDOP_plus italic_v OPEN_( italic_i CLOSE_) RELOP_less_than_or_equals NUM . third option is to obey the norm and not punish , with the probability NUM ADDOP_minus italic_b OPEN_( italic_i CLOSE_) ADDOP_minus italic_v OPEN_( italic_i CLOSE_) .                                                                                                                                                                                                                                                                                                                                                                  "
notation,abstract,"italic_lambda POSTSUBSCRIPT_start italic_L POSTSUBSCRIPT_end - laser radiation wave length measured in nm or cm italic_lambda POSTSUBSCRIPT_start italic_L POSTSUBSCRIPT_end RELOP_equals FRACOP_italic_divide ARG_start italic_lambda POSTSUBSCRIPT_start italic_L POSTSUBSCRIPT_end ARG_end ARG_start NUM italic_pi ARG_end Delta italic_lambda POSTSUBSCRIPT_start italic_L POSTSUBSCRIPT_end - laser radiation linewidth ID_Planck_constant_over_2_pi italic_omega POSTSUBSCRIPT_start italic_L POSTSUBSCRIPT_end - energy of laser photon measured in ev italic_lambda POSTSUBSCRIPT_start italic_a italic_b POSTSUBSCRIPT_end RELOP_equivalent_to FRACOP_italic_divide ARG_start NUM italic_pi ID_Planck_constant_over_2_pi italic_c ARG_end ARG_start italic_E POSTSUBSCRIPT_start italic_a POSTSUBSCRIPT_end ADDOP_minus italic_E POSTSUBSCRIPT_start italic_b POSTSUBSCRIPT_end ARG_end italic_omega POSTSUBSCRIPT_start italic_L POSTSUBSCRIPT_end - frequency of laser photon italic_k POSTSUBSCRIPT_start italic_L POSTSUBSCRIPT_end - wave number of laser photon italic_R POSTSUBSCRIPT_start italic_A POSTSUBSCRIPT_end - nuclear radius Delta italic_E POSTSUBSCRIPT_start italic_A POSTSUBSCRIPT_end - nuclear level spacing italic_H - hamiltonian italic_alpha RELOP_equals FRACOP_italic_divide ARG_start italic_e POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end ARG_start ID_Planck_constant_over_2_pi italic_c ARG_end - fine structure constant OVERACCENT_vec ARG_start italic_R ARG_end - radius - vector of atomic electron OVERACCENT_vec ARG_start italic_r ARG_end POSTSUBSCRIPT_start italic_p POSTSUBSCRIPT_end - radius - vector of the p - th nuclear proton OVERACCENT_vec ARG_start italic_E ARG_end POSTSUBSCRIPT_start italic_L POSTSUBSCRIPT_end - electric field of laser radiation OVERACCENT_vec ARG_start italic_E ARG_end POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end - amplitude of laser electric field italic_I - laser beam intensity measured in units of FRACOP_italic_divide ARG_start italic_W ARG_end ARG_start italic_c italic_m POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end italic_phi - photon flux bold_M - matrix element italic_sigma - cross section italic_gamma - level - decay rate Gamma RELOP_equals ID_Planck_constant_over_2_pi italic_gamma - level width italic_N - number of laser photons VERTBAR_| italic_I CLOSE_rangle - initial nuclear state VERTBAR_| italic_F CLOSE_rangle - final nuclear state VERTBAR_| italic_N CLOSE_rangle - intermediate nuclear state italic_E POSTSUBSCRIPT_start italic_I POSTSUBSCRIPT_end - energy of initial nuclear state italic_E POSTSUBSCRIPT_start italic_F POSTSUBSCRIPT_end - energy of final nuclear state italic_E POSTSUBSCRIPT_start italic_N POSTSUBSCRIPT_end - energy of intermediate nuclear state VERTBAR_| italic_i CLOSE_rangle PUNCT_, VERTBAR_| italic_n CLOSE_rangle PUNCT_, VERTBAR_| italic_f CLOSE_rangle - initial , intermediate , and final atomic electronic state , respectively italic_epsilon POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end PUNCT_, italic_epsilon POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end PUNCT_, italic_epsilon POSTSUBSCRIPT_start italic_f POSTSUBSCRIPT_end - energy of initial , intermediate , and final atomic electrons , respectively italic_E POSTSUBSCRIPT_start italic_I italic_F POSTSUBSCRIPT_end RELOP_equivalent_to italic_E POSTSUBSCRIPT_start italic_I POSTSUBSCRIPT_end ADDOP_minus italic_E POSTSUBSCRIPT_start italic_F POSTSUBSCRIPT_end italic_epsilon POSTSUBSCRIPT_start italic_i italic_f POSTSUBSCRIPT_end RELOP_equivalent_to italic_epsilon POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end ADDOP_minus italic_epsilon POSTSUBSCRIPT_start italic_f POSTSUBSCRIPT_end italic_E POSTSUBSCRIPT_start italic_i italic_s POSTSUBSCRIPT_end - energy of nuclear isomeric states eb - electron bridge ieb - inverse electron bridge ic - internal conversion Delta italic_E - nuclear level energy difference Delta italic_epsilon - atomic electron level energy difference italic_m OPEN_( italic_M CLOSE_) - electron ( proton ) mass italic_Z - atomic number italic_Z POSTSUBSCRIPT_start italic_e italic_f italic_f POSTSUBSCRIPT_end - effective atomic number italic_E POSTSUBSCRIPT_start italic_B POSTSUBSCRIPT_end - electron binding energy in atomic shell , sometimes we use VERTBAR_| italic_E POSTSUBSCRIPT_start italic_B POSTSUBSCRIPT_end VERTBAR_| RELOP_equivalent_to italic_B italic_c - speed of light OVERACCENT_vec ARG_start italic_A ARG_end - vector potential of electromagnetic field italic_rho OPEN_( italic_epsilon POSTSUBSCRIPT_start italic_f POSTSUBSCRIPT_end CLOSE_) - density of final electron states italic_L - multipolarity of nuclear radiation italic_l - orbital angular momentum italic_m - magnetic quantum number italic_n - principal quantum number OVERACCENT_bar ARG_start italic_P ARG_end - laser average power OVERACCENT_bar"
notation,caption,"basic setup . italic_k is a finite field of italic_q elements , italic_p its characteristic . italic_A RELOP_equals italic_k OPEN_[ italic_t CLOSE_] and fraktur_p RELOP_subset_of italic_A a nonzero prime . these data are fixed throughout the text . we denote by italic_d the degree of fraktur_p , so that italic_A MULOP_divide fraktur_p is a field of italic_q POSTSUPERSCRIPT_start italic_d POSTSUPERSCRIPT_end elements .                                                                                                                                                                                                                                                                                                                                                                                                                                                                  "
notation,conclusion,"it turns out that a certain subset of terms in the effective action at each order are the dimensional reduction of italic_D RELOP_equals NUM lorentz and gauge invariant terms , while many of the remaining terms are simply related to these by insertions of operators such as OVERACCENT_vec ARG_start italic_K ARG_end POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end , italic_r MULOP_cdot italic_K and OPEN_( italic_D POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end CLOSE_) POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end which are not invariant under the italic_D RELOP_equals NUM symmetries but which do have the italic_D RELOP_equals NUM ADDOP_plus NUM dimensional gauge invariance and italic_S italic_O OPEN_( NUM CLOSE_) rotational invariance of the matrix theory action .                                                                                                                                                                                                                                                                                                                                                                                                                       "
