True Label,Predicted Label,Content
conclusion,proof,"it follows from ref and lemma ref that bold_D POSTSUBSCRIPT_start italic_beta POSTSUBSCRIPT_end italic_z bold_D POSTSUPERSCRIPT_start italic_beta POSTSUPERSCRIPT_end italic_z RELOP_equals FRACOP_italic_divide ARG_start italic_B ADDOP_minus italic_z POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end ARG_start NUM italic_M POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end OPEN_( italic_y POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ADDOP_plus italic_z POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end CLOSE_) ARG_end ADDOP_plus italic_O OPEN_( OVERACCENT_overline ARG_start italic_varepsilon ARG_end CLOSE_) PUNCT_, bold_D POSTSUBSCRIPT_start italic_beta POSTSUBSCRIPT_end italic_y bold_D POSTSUPERSCRIPT_start italic_beta POSTSUPERSCRIPT_end italic_y RELOP_equals FRACOP_italic_divide ARG_start italic_y POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ADDOP_minus italic_y ADDOP_plus italic_B ARG_end ARG_start NUM italic_M POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end OPEN_( italic_y POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ADDOP_plus italic_z POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end CLOSE_) ARG_end ADDOP_plus italic_O OPEN_( OVERACCENT_overline ARG_start italic_varepsilon ARG_end CLOSE_) in Phi POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_[ OPEN_( ADDOP_minus OVERACCENT_overline ARG_start italic_varepsilon ARG_end PUNCT_, OVERACCENT_overline ARG_start italic_varepsilon ARG_end CLOSE_) MULOP_times italic_E POSTSUBSCRIPT_start italic_r POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUBSCRIPT_end CLOSE_] where italic_O OPEN_( OVERACCENT_overline ARG_start italic_varepsilon ARG_end CLOSE_) denotes functions on Phi POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_[ OPEN_( ADDOP_minus OVERACCENT_overline ARG_start italic_varepsilon ARG_end PUNCT_, OVERACCENT_overline ARG_start italic_varepsilon ARG_end CLOSE_) MULOP_times italic_E POSTSUBSCRIPT_start italic_r POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUBSCRIPT_end CLOSE_] dominated by OVERACCENT_widetilde ARG_start italic_C ARG_end OPFUNCTION_minimum OPEN_( italic_r POSTSUPERSCRIPT_start ADDOP_minus NUM POSTSUPERSCRIPT_end PUNCT_, OVERACCENT_overline ARG_start italic_varepsilon ARG_end POSTSUPERSCRIPT_start NUM MULOP_divide NUM POSTSUPERSCRIPT_end CLOSE_) using ref we deduce that bold_D POSTSUPERSCRIPT_start italic_beta POSTSUPERSCRIPT_end italic_y bold_D POSTSUBSCRIPT_start italic_beta POSTSUBSCRIPT_end italic_y RELOP_equals FRACOP_italic_divide ARG_start NUM ARG_end ARG_start NUM italic_M POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end OPEN_( bold_T POSTSUPERSCRIPT_start italic_alpha POSTSUPERSCRIPT_end italic_l POSTSUBSCRIPT_start italic_alpha POSTSUBSCRIPT_end CLOSE_) OPEN_( bold_T POSTSUPERSCRIPT_start italic_beta POSTSUPERSCRIPT_end UNDERACCENT_underline ARG_start italic_l ARG_end POSTSUBSCRIPT_start italic_beta POSTSUBSCRIPT_end CLOSE_) ADDOP_plus italic_O OPEN_( OVERACCENT_overline ARG_start italic_varepsilon ARG_end CLOSE_) hence OPEN_( bold_T POSTSUPERSCRIPT_start italic_alpha POSTSUPERSCRIPT_end italic_l POSTSUBSCRIPT_start italic_alpha POSTSUBSCRIPT_end CLOSE_) OPEN_( bold_T POSTSUPERSCRIPT_start italic_beta POSTSUPERSCRIPT_end UNDERACCENT_underline ARG_start italic_l ARG_end POSTSUBSCRIPT_start italic_beta POSTSUBSCRIPT_end CLOSE_) RELOP_equals FRACOP_italic_divide ARG_start italic_y POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ADDOP_minus italic_y ADDOP_plus italic_B ARG_end ARG_start NUM OPEN_( italic_y POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ADDOP_plus italic_z POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end CLOSE_) ARG_end ADDOP_plus italic_O OPEN_( OVERACCENT_overline ARG_start italic_varepsilon ARG_end CLOSE_) ATOM Phi POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_[ OPEN_( ADDOP_minus OVERACCENT_overline ARG_start italic_varepsilon ARG_end PUNCT_, OVERACCENT_overline ARG_start italic_varepsilon ARG_end CLOSE_) MULOP_times italic_E POSTSUBSCRIPT_start italic_r POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUBSCRIPT_end CLOSE_] PERIOD_.                                                                                                                                                 "
conclusion,proposition,"if italic_theta RELOP_greater_than italic_kappa is regular with no italic_kappa POSTSUPERSCRIPT_start ADDOP_plus POSTSUPERSCRIPT_end complete uniform ultrafilter on italic_theta and italic_lambda RELOP_equals NUM POSTSUPERSCRIPT_start italic_theta POSTSUPERSCRIPT_end then fraktur_k is not OPEN_( italic_lambda PUNCT_, italic_theta CLOSE_) compact                                                                                                                                                                                                                                                                                                                                                                                                                                                              "
conclusion,problem,MULOP_bullet what exploded in sn 2011fe a carbon oxygen white dwarf of sub solar metallicity                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
conclusion,related work,the starting point for this work was the observation that there is a certain duality relationship between the divide and conquer compression schemes of gupta verdu weissman gvw in citationelement and certain lossy lempel ziv schemes based on a fixed database as in citationelement to explore this duality llz a new non universal lossy lz algorithm was introduced and it was shown to be asymptotically rate distortion optimal to combine the low complexity advantage of gvw with the low memory requirement of llz a hybrid algorithm called hyb was then proposed and its properties were explored both theoretically and empirically                                                                                                                                                                                                                                                                                                                                                                                            
conclusion,remark,"it is usually believed that the function italic_beta is a hill function see mackey citationelement given by italic_beta OPEN_( italic_m PUNCT_, italic_x CLOSE_) RELOP_equals OPEN_{ with italic_theta and italic_beta POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end two continuous and positive functions and italic_n RELOP_greater_than_or_equals NUM in this case the mapping italic_x ARROW_maps_to italic_x italic_beta OPEN_( italic_m PUNCT_, italic_x CLOSE_) is always lipshitz continuous with a lipschitz constant equals to LIMITOP_supremum POSTSUBSCRIPT_start italic_m RELOP_element_of OPEN_[ NUM PUNCT_, NUM CLOSE_] POSTSUBSCRIPT_end italic_beta POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_( italic_m CLOSE_) PERIOD_. hence the results of theorem ref and corollary ref hold                                                                                                                                                                                                                                                                                                                                                                                                   "
conclusion,result,in the following the newly discovered clusters are compared with the known cluster population in m33 for this purpose we use a subset of NUM of the NUM ` confidence clusters in the sm07 catalogue that have both v and i magnitudes available we corrected this sample for extinction by interpolating within the citationelement dust maps to the position of each cluster this resulted in a range of mathformula from NUM NUM to NUM NUM we do not use the sample in these comparisons as the authors note that the new gcs in their catalog are only probable and may contain contaminants                                                                                                                                                                                                                                                                                                                                                                                          
definition,abstract,we define the value of transition probabilities as one way to interpret the value of transition probabilities is if italic_rho RELOP_less_than NUM the user has lower frequencies of shifting his states with strong local protections if italic_rho RELOP_greater_than NUM the user has higher frequencies of shifting his states with strong local protections if italic_rho RELOP_equals NUM the user has the same frequencies of shifting his states between strong local protections and weak local protections                                                                                                                                                                                                                                                                                                                                                                                                                      
definition,acknowledgement,i would like to thank akio tamagawa for several discussions we had on the topic of this paper as well as for his help with some technical details part of this work was done while the author was visiting the research institute of mathematical sciences rims of kyoto university i would like very much to thank the members of the institute for their hospitality                                                                                                                                                                                                                                                                                                                                                                                                                                
definition,conclusion,document1 is more meritorious than document2 if NUM document1 has more keywords that need to be understood than those of document2 NUM cohesion interrelation of the keywords in document1 is more than that of document2 NUM average number of keywords per definition is greater for document1 than document2 NUM firstconvergencelevel level at which first gloss overlap occurs of document1 is less than that of document2 and NUM depth of definition tree of document1 is greater than that of document2 if we want a weaker definition of the above ranking may be a partial order where some pairs of documents may not be comparable than a total order this appeals to intuition since document1 may be better in some aspects but worse in some other relative to document2                                                                                                                                                                                                                                                                                                                                                                 
definition,example,i d stochastic service curve                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
definition,introduction,on a space in general of locally integrable functions define the linear operator italic_T by OPEN_( italic_T italic_f CLOSE_) OPEN_( italic_x CLOSE_) RELOP_assign OPEN_{                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
definition,keywords,aharonov bohm ansatz                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
definition,proof,we shall need the hermite polynomials OPEN_( italic_H POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end CLOSE_) POSTSUBSCRIPT_start italic_n RELOP_element_of blackboard_N POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUBSCRIPT_end given by italic_H POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equivalent_to NUM italic_H POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_( italic_x CLOSE_) RELOP_equals NUM ADDOP_minus italic_x and FRACOP_italic_divide ARG_start italic_d ARG_end ARG_start italic_d italic_x ARG_end italic_e POSTSUPERSCRIPT_start ADDOP_minus FRACOP_italic_divide ARG_start italic_x POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end ARG_start NUM ARG_end POSTSUPERSCRIPT_end RELOP_equals italic_H POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end OPEN_( italic_x CLOSE_) italic_e POSTSUPERSCRIPT_start ADDOP_minus FRACOP_italic_divide ARG_start italic_x POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ARG_end ARG_start NUM ARG_end POSTSUPERSCRIPT_end PUNCT_; so italic_H POSTSUBSCRIPT_start italic_n ADDOP_plus NUM POSTSUBSCRIPT_end OPEN_( italic_x CLOSE_) RELOP_equals FRACOP_italic_divide ARG_start italic_d ARG_end ARG_start italic_d italic_x ARG_end italic_H POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end OPEN_( italic_x CLOSE_) ADDOP_minus italic_x italic_H POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end OPEN_( italic_x CLOSE_) ATOM                                                                                                                                                                                                                                                                                                                                                                       
definition,proposition,"let italic_U be a locally bounded function solving ref in the sense of distributions then italic_U is a renormalized entropy solution if italic_rho RELOP_equals VERTBAR_| italic_U VERTBAR_| is an entropy admissible solution of ref in the sense of definition ref such that LIMITOP_limit POSTSUBSCRIPT_start italic_t ARROW_to NUM POSTSUPERSCRIPT_start ADDOP_plus POSTSUPERSCRIPT_end POSTSUBSCRIPT_end italic_rho OPEN_( italic_t PUNCT_, MULOP_cdot CLOSE_) RELOP_equals VERTBAR_| OVERACCENT_bar ARG_start italic_U ARG_end VERTBAR_| in the strong topology of italic_L POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end POSTSUBSCRIPT_start loc POSTSUBSCRIPT_end OPEN_( blackboard_R POSTSUPERSCRIPT_start italic_d POSTSUPERSCRIPT_end CLOSE_)                                                                                                                                                                                                                                                                                                                                                                                                              "
definition,problem,"find if possible italic_alpha POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end OPEN_( italic_z POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end PUNCT_, italic_w POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end CLOSE_) and italic_eta POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end OPEN_( italic_z POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end PUNCT_, italic_y POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end CLOSE_) such that NUM the equilibrium OPEN_( italic_x PUNCT_, italic_z CLOSE_) RELOP_equals NUM of OVERACCENT_dot ARG_start italic_x ARG_end POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end RELOP_equals italic_f POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end OPEN_( italic_x POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end CLOSE_) ADDOP_plus italic_g POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end OPEN_( italic_x POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end CLOSE_) italic_alpha POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end OPEN_( italic_z POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end PUNCT_, NUM CLOSE_) PUNCT_, OVERACCENT_dot ARG_start italic_z ARG_end POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end RELOP_equals italic_eta POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end OPEN_( italic_z POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end PUNCT_, italic_h POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end OPEN_( italic_x POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end CLOSE_) CLOSE_) PUNCT_, italic_i RELOP_element_of caligraphic_V PUNCT_, is exponentially stable NUM there exists a neighborhood italic_U RELOP_subset_of italic_X MULOP_times italic_Z MULOP_times italic_W of OPEN_( NUM PUNCT_, NUM PUNCT_, NUM CLOSE_) and an exosystem OVERACCENT_dot ARG_start italic_w ARG_end POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equals italic_s OPEN_( italic_w POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end CLOSE_) defined on a neighborhood italic_W POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end of origin of blackboard_R POSTSUPERSCRIPT_start italic_s POSTSUPERSCRIPT_end such that for each initial condition OPEN_( italic_x OPEN_( NUM CLOSE_) PUNCT_, italic_z OPEN_( NUM CLOSE_) italic_w OPEN_( NUM CLOSE_) CLOSE_) RELOP_element_of italic_U there exists a initial condition italic_w POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_( NUM CLOSE_) RELOP_element_of italic_W POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end for system ref such that the solution of ref satisfies LIMITOP_limit POSTSUBSCRIPT_start italic_t ARROW_rightarrow ID_infinity POSTSUBSCRIPT_end OPEN_( italic_h POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end OPEN_( italic_x POSTSUBSCRIPT_start italic_i POSTSUBSCRIPT_end OPEN_( italic_t CLOSE_) CLOSE_) ADDOP_plus italic_q OPEN_( italic_w POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_( italic_t CLOSE_) CLOSE_) CLOSE_) RELOP_equals NUM PUNCT_, BIGOP_for_all italic_i RELOP_element_of caligraphic_V PERIOD_.                                                                                                                                                                                                                   "
definition,remark,recall that a blackboard_Z graded italic_A module italic_M is said to have a linear resolution as an italic_A module if there exists an integer italic_d POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end and a graded free italic_A resolution ID_cdots ARROW_rightarrow italic_P POSTSUPERSCRIPT_start OPEN_( NUM CLOSE_) POSTSUPERSCRIPT_end ARROW_rightarrow italic_P POSTSUPERSCRIPT_start OPEN_( NUM CLOSE_) POSTSUPERSCRIPT_end ARROW_rightarrow italic_P POSTSUPERSCRIPT_start OPEN_( NUM CLOSE_) POSTSUPERSCRIPT_end ARROW_rightarrow italic_M ARROW_rightarrow NUM such that the free italic_A module italic_P POSTSUPERSCRIPT_start OPEN_( italic_i CLOSE_) POSTSUPERSCRIPT_end has its basis elements all in degree italic_d POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ADDOP_plus italic_i in particular this requires that italic_M itself is pure in the sense that it is generated in the single degree italic_d POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end                                                                                                                                                                                                                                                                                                                                                                                   
definition,result,we define NUM reference models these models have some shared characteristics they all consider NUM firms italic_n RELOP_equals NUM on a time interval divided into NUM periods italic_T RELOP_equals NUM with a direct default probability italic_p RELOP_equals NUM and an infection probability italic_q RELOP_equals NUM the four models are distinguished on the nature of direct defaults or infections i i d or not depending on the two parameters italic_sigma POSTSUBSCRIPT_start italic_X POSTSUBSCRIPT_end and italic_sigma POSTSUBSCRIPT_start italic_Y POSTSUBSCRIPT_end and on the infections number that is required to cause a default depending on the function italic_f the specificities of the four models are presented hereafter model NUM italic_sigma POSTSUBSCRIPT_start italic_X POSTSUBSCRIPT_end RELOP_equals NUM italic_sigma POSTSUBSCRIPT_start italic_Y POSTSUBSCRIPT_end RELOP_equals NUM italic_f OPEN_( italic_x CLOSE_) RELOP_equals ATOM POSTSUBSCRIPT_start italic_x RELOP_greater_than_or_equals NUM POSTSUBSCRIPT_end i i d case one required contamination model NUM italic_sigma POSTSUBSCRIPT_start italic_X POSTSUBSCRIPT_end RELOP_equals NUM italic_sigma POSTSUBSCRIPT_start italic_Y POSTSUBSCRIPT_end RELOP_equals NUM italic_f OPEN_( italic_x CLOSE_) RELOP_equals ATOM POSTSUBSCRIPT_start italic_x RELOP_greater_than_or_equals NUM POSTSUBSCRIPT_end i i d case two required contaminations model NUM italic_sigma POSTSUBSCRIPT_start italic_X POSTSUBSCRIPT_end RELOP_equals NUM italic_sigma POSTSUBSCRIPT_start italic_Y POSTSUBSCRIPT_end RELOP_equals NUM italic_f OPEN_( italic_x CLOSE_) RELOP_equals ATOM POSTSUBSCRIPT_start italic_x RELOP_greater_than_or_equals NUM POSTSUBSCRIPT_end exchangeable case one required contamination model NUM italic_sigma POSTSUBSCRIPT_start italic_X POSTSUBSCRIPT_end RELOP_equals NUM italic_sigma POSTSUBSCRIPT_start italic_Y POSTSUBSCRIPT_end RELOP_equals NUM italic_f OPEN_( italic_x CLOSE_) RELOP_equals ATOM POSTSUBSCRIPT_start italic_x RELOP_greater_than_or_equals NUM POSTSUBSCRIPT_end exchangeable case two required contaminations                                                                                                                                                                                                                                                             
example,abstract,to end this paper we explicitly compute the fusion rules for the blackboard_Z MULOP_divide NUM blackboard_Z permutation gauging several modular categories as the rank of the resulting modular categories grows quadratically we restrict our attention to low rank categories as the full fusion rules of these categories are too big to include in this paper we only include the fusion graph for the distinguished object OVERACCENT_widehat ARG_start NUM ARG_end POSTSUBSCRIPT_start ADDOP_plus POSTSUBSCRIPT_end recall the fusion graph of a category and distinguished object has vertices the simple objects and edges represent tensoring by the distinguished object attached to the arxiv submission of this paper are plain text files containing the full fusion ring for the third example italic_G POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end at level NUM we also attach a mathematica notebook with general code to compute the fusion rules for a blackboard_Z MULOP_divide NUM blackboard_Z permutation gauging                                                                                                                                                                                                                                                                                                                                               
example,acknowledgement,i peter is a friend of john so if peter knows that john knows something then john knows that peter knows the same thing ii peter is married so if peters wife knows something then peter knows the same thing john and peter have an appointment let us consider the following situation a peter knows the time of their appointment b peter also knows that john knows the place of their appointment moreover c peters wife knows that if peter knows the time of their appointment then john knows that too since john and peter are friends finally d peter knows that if john knows the place and the time of their appointment then john knows that he has an appointment                                                                                                                                                                                                                                                                                                                                                                       
example,conclusion,one of the main potential applications of the quantum zeno subspaces concerns the possibility of freezing the loss of quantum mechanical coherence and probability leakage due to the interaction of the system of interest with its environment let us therefore look at some elementary examples in the light of the three different formulations of the zeno effect summarized in sec ref in the following it can be helpful to think of the zeno subspace caligraphic_H POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end as the quantum computation subspace qubit that one wants to protect from decoherence                                                                                                                                                                                                                                                                                                                                                                                                     
example,definition,"let OPEN_( italic_X PUNCT_, ADDOP_contains_as_subgroup CLOSE_) be a rack a constant map italic_q METARELOP_colon italic_X MULOP_times italic_X ARROW_to Bbbk POSTSUPERSCRIPT_start MULOP_times POSTSUPERSCRIPT_end i e italic_q POSTSUBSCRIPT_start italic_sigma italic_tau POSTSUBSCRIPT_end RELOP_equals italic_xi RELOP_element_of Bbbk POSTSUPERSCRIPT_start MULOP_times POSTSUPERSCRIPT_end for every italic_sigma PUNCT_, italic_tau RELOP_element_of italic_X is a NUM cocycle citationelement let OPEN_( italic_X PUNCT_, ADDOP_contains_as_subgroup CLOSE_) RELOP_equals caligraphic_O POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUPERSCRIPT_start italic_n POSTSUPERSCRIPT_end a NUM cocycle is given by a function italic_chi METARELOP_colon italic_X MULOP_times italic_X ARROW_to Bbbk POSTSUPERSCRIPT_start MULOP_times POSTSUPERSCRIPT_end defined as if italic_tau PUNCT_, italic_sigma RELOP_element_of italic_X italic_tau RELOP_equals OPEN_( italic_i italic_j CLOSE_) and italic_i RELOP_less_than italic_j italic_chi OPEN_( italic_sigma PUNCT_, italic_tau CLOSE_) RELOP_equals OPEN_{ NUM PUNCT_, ATOM italic_sigma OPEN_( italic_i CLOSE_) RELOP_less_than italic_sigma OPEN_( italic_j CLOSE_) ADDOP_minus NUM PUNCT_, ATOM italic_sigma OPEN_( italic_i CLOSE_) RELOP_greater_than italic_sigma OPEN_( italic_j CLOSE_) PERIOD_.                                                                                                                                                                                                                                                                                                                                                            "
example,introduction,"the fibonacci polynomials the pell polynomials the morgan voyce polynomials the fibonacci polynomials are the polynomials defined by italic_F POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_( italic_x CLOSE_) RELOP_equals NUM italic_F POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_( italic_x CLOSE_) RELOP_equals italic_x and italic_F POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end OPEN_( italic_x CLOSE_) RELOP_equals italic_x italic_F POSTSUBSCRIPT_start italic_n ADDOP_minus NUM POSTSUBSCRIPT_end OPEN_( italic_x CLOSE_) ADDOP_plus italic_F POSTSUBSCRIPT_start italic_n ADDOP_minus NUM POSTSUBSCRIPT_end OPEN_( italic_x CLOSE_) ATOM italic_n RELOP_greater_than_or_equals NUM we can unify the recurrence relation with the initial conditions if we consider the sequence OPEN_( italic_f POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end CLOSE_) POSTSUBSCRIPT_start italic_n RELOP_element_of blackboard_N POSTSUBSCRIPT_end OPEN_( italic_g POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end CLOSE_) POSTSUBSCRIPT_start italic_n RELOP_element_of blackboard_N POSTSUBSCRIPT_end given by italic_g POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equals NUM PUNCT_, italic_g POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equals NUM PUNCT_, italic_g POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equals ADDOP_minus NUM PUNCT_, italic_g POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end RELOP_equals NUM PUNCT_, BIGOP_for_all italic_n RELOP_greater_than_or_equals NUM and italic_f POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equals NUM PUNCT_, italic_f POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end RELOP_equals NUM BIGOP_for_all italic_n RELOP_greater_than_or_equals NUM because if we write italic_F POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end OPEN_( italic_x CLOSE_) RELOP_equals OPEN_( FRACOP_italic_divide ARG_start italic_x ADDOP_minus italic_g POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ARG_end ARG_start italic_g POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ARG_end CLOSE_) italic_F POSTSUBSCRIPT_start italic_n ADDOP_minus NUM POSTSUBSCRIPT_end OPEN_( italic_x CLOSE_) ADDOP_minus FRACOP_italic_divide ARG_start italic_g POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ARG_end ARG_start italic_g POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ARG_end italic_F POSTSUBSCRIPT_start italic_n ADDOP_minus NUM POSTSUBSCRIPT_end OPEN_( italic_x CLOSE_) ADDOP_minus ID_cdots ADDOP_minus FRACOP_italic_divide ARG_start italic_g POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end ARG_end ARG_start italic_g POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ARG_end italic_F POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end OPEN_( italic_x CLOSE_) ADDOP_plus FRACOP_italic_divide ARG_start italic_f POSTSUBSCRIPT_start italic_n POSTSUBSCRIPT_end ARG_end ARG_start italic_g POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ARG_end for italic_n RELOP_greater_than_or_equals NUM we obtain both the recurrence relation and the initial conditions note that the above recurrence for fibonacci polynomials fits the main recurrence relation ref                                                                                                                                                                                                   "
example,keywords,restricted maximum likelihood estimator                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
example,proof,"suppose that the hypersurface italic_X is well formed and suppose that the quasihomogeneous polynomial italic_xi OPEN_( italic_x PUNCT_, italic_y PUNCT_, italic_z PUNCT_, italic_w CLOSE_) is found in the second part of citationelement then italic_xi OPEN_( italic_x PUNCT_, italic_y PUNCT_, italic_z PUNCT_, italic_w CLOSE_) RELOP_equals italic_x POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ADDOP_plus italic_x italic_y POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ADDOP_plus italic_x italic_z POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ADDOP_plus italic_y italic_w POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ADDOP_plus italic_y POSTSUPERSCRIPT_start italic_epsilon POSTSUPERSCRIPT_end italic_z POSTSUPERSCRIPT_start italic_zeta POSTSUPERSCRIPT_end PUNCT_, which gives NUM italic_a POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equals italic_a POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ADDOP_plus NUM italic_a POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equals italic_a POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ADDOP_plus NUM italic_a POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end RELOP_equals italic_a POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end ADDOP_plus NUM italic_a POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end which contradicts the well formedness of italic_X                                                                                                                                                                                                                                                                                                                                                                     "
