True Label,Predicted Label,Content
problem,conclusion,we have seen that the known connections between monstrous moonshine and physics owe much to the frenkel lepowsky meurman construction of the moonshine module and its associated vertex operator algebra structure just as the vertex operator algebra structure on gives a strong solution to thompsons conjecture conjecture ref we can expect concrete constructions of the whose existence is now guaranteed thanks to theorem ref to be necessary for the elucidation of the physical origins of umbral moonshine as we have described in ssref progress on this problem has been obtained recently in citationelement and the related work citationelement may also be useful in the determination of a general algebraic solution to the module problem for umbral moonshine                                                                                                                                                                                                                                                                                                                                                                           
problem,definition,given a simple lie algebra and an integer is the closure of the subcone of generated by determinants of conformal blocks for and all levels finitely generated if so is there an algorithm for computing this cone                                                                                                                                                                                                                                                                                                                                                                                                                                                           
problem,example,in the next examples the word functions take values in the ring with addition and multiplication or in the subsemiring of generated by a block of in a word is a maximal set of consecutive positions in the word with i the function counts the number of blocks of in can be written as which is in alternatively it can be written as where is the formula in which says that is a first position in a block of equation ref can be expressed in and also in both and ii let be the function which assigns to the word the maximum of the sizes of blocks of and be the function which assigns to the word the minimum of the sizes of blocks of one can show see remark ref that and are not definable over the ring however they are definable over respectively over by writing and iii the function is definable in because is closed under the usual product cf proposition ref however it is not definable over either of the two tropical semirings to see this one notes that polynomials in a tropical semiring are piecewise linear                                                                                                                                                                                                                                                                                                 
problem,introduction,let denote the space of regular borel measures of variation at most that is the dual ball of the space of continuous functions in its topology we show in this paper that is not homeomorphic to using fiber orders we did not make a systematic study of the fiber orders of and this may be interesting analysing the relatively easy case of it seems that the fiber orders of look similar to those of so we may ask is for each compact space however this question has negative answer let be the well known double arrow space then is first countable for example by citationelement while is not first countable as is not metrizable therefore but we still can ask is for compact spaces considered in this paper etc                                                                                                                                                                                                                                                                                                                                                               
problem,proof,construct cl13 proofs of formulas ref and ref from section ref                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
problem,proposition,let be a noetherian local domain let be as definition NUM NUM i and be as definition NUM NUM i i assume that is complete is almost regular with respect to ii assume that has prime characteristic is almost regular with respect to                                                                                                                                                                                                                                                                                                                                                                                                                                                     
problem,remark,a we do not know whether we can extend theorem ref for the case when the are singular by adding further equivalent conditions analogue to conditions NUM NUM and NUM in theorem ref                                                                                                                                                                                                                                                                                                                                                                                                                                                               
problem,result,let denote the empirical values of we assume that are known for elements of a training set where given samples coming from the model in ref we wish to deduce the parameters of underlying probability distribution find parameters of the km i e that best describe the resulting problem is a fully parametric statistical inference task for tractability we address it using the minimum mean squared error as a point estimator which in turn results in minimizing once computed the optimal km parameters can be used for prediction on a different set and extracting statistical relations among the rvs in the resulting optimization problem is our solution to this non convex combinatorial problem is detailed in section ref                                                                                                                                                                                                                                                                                                                                                                          
related work,abstract,this work combines two themes in clustering research clustering with partial supervision in particular supervision in the form of answers to queries and the computational complexity of clustering tasks                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
related work,conclusion,the dictionary learning and lrr theory are two major parts in our fusion method the lrr theory insures that we could capture the global structure of input data and the dictionary learning processing insures the local structure information could be captured accurately                                                                                                                                                                                                                                                                                                                                                                                                                                                      
related work,example,to make connections to previous work let us first consider the special case that is a gamma process with levy measure which is a special case of the generalized gamma process with this mixed poisson process is defined as the negative binomial process in citationelement for with corollary ref the levy measure can be expressed as with corollary ref we have the ecpf and probability mass function pmf which is the pmf of the negative binomial nb distribution thus the eppf for can be expressed as which is the eppf of the chinese restaurant process crp citationelement a variant of the widely used ewens sampling formula citationelement                                                                                                                                                                                                                                                                                                                                                                                     
related work,introduction,differential privacy is a relatively recent privacy definition e g see citationelement and see citationelement for an excellent survey that tries to capture the intuition of individual privacy many algorithms in this framework have focused on measurement statistics and learning tasks applied to statistical data sets rather than on processing and producing combinatorial objects one exception to this is the exponential mechanism of citationelement which allows the selection from a set of discrete alternatives                                                                                                                                                                                                                                                                                                                                                                                                                      
related work,proof,we have already described the result by citationelement for the case in which both the online algorithm and the offline algorithm are allowed to pick one number showing that the online algorithm can do at least half as well as the offline algorithm this bound is tight this result has been extended to the case where both the online algorithm and the offline can pick numbers by citationelement showing that the online to offline ratio is at most this matches the aforementioned tight bound when and it remains nearly tight for in the sense that a ratio of is known to be unattainable finally as already mentioned citationelement have extended the bound of to settings where the elements picked must form a matroid this bound is tight in the sense that it comprises the case where both the online and offline algorithm have to pick one number as a special case for which this bound is known to be tight                                                                                                                                                                                                                                                                                                                                
related work,proposition,in the non composite case it is possible to write the saga algorithm in terms of two quantities at each step instead of one and                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
related work,remark,recently citationelement studied the adaptive lasso estimators in sparse high dimensional linear regression models for a fixed design under a rather strong mutual incoherence condition between every pair of relevant and irrelevant covariates and assuming other regularity conditions they prove that the adaptive lasso recovers the correct model and has an oracle property while they have derived the same incoherence condition as one among others of ours in ref in order for the second stage weighted lasso procedure to achieve model selection consistency they achieve it by an initial estimator assuming some strong mutual incoherence condition which bounds the pairwise correlations of the columns of the design this is a much stronger condition than the restricted eigenvalue assumptions that we make see citationelement                                                                                                                                                                                                                                                                                                                                                                     
related work,result,in citationelement undecidability of different properties of first order trss is analysed while the standard properties of trss turn out to be either or complete the complexity of the dependency pair problems citationelement is essentially analytical it is shown to be complete we employ the latter result as a basis for our and completeness results for productivity                                                                                                                                                                                                                                                                                                                                                                                                                                       
remark,abstract,in citationelement the codimension growth of graded algebras where is a finite abelian group was considered it is proved that if is a graded finite dimensional algebra then                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
remark,acknowledgement,we thank h naitoh for pointing our the misprint in table viii of citationelement for which shall read                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
remark,conclusion,so we have constructed the actions of ding iohara and shuffle algebras in while the action of ding iohara algebra is purely geometric it is given by operators the action of shuffle algebra is algebraic unfortunately nevertheless according to the criteria of theorem NUM NUM elements belong to the subalgebra generated by and so they are geometrically represented                                                                                                                                                                                                                                                                                                                                                                                                                                      
remark,definition,opportunistic interference alignment                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
remark,example,for example we can choose that and with and where and are two positive constants also we can choose that is a non negative constant                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
remark,introduction,in citationelement d s silver and s g williams studied open virtual multi strings the theory of open virtual multi strings is equivalent to the theory of pointed multi component surface curves silver and williams constructed invariants of open virtual multi strings                                                                                                                                                                                                                                                                                                                                                                                                                                                      
remark,proof,in view of proposition ref the skorohod version of is since and converges almost surely                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
remark,proposition,if NUM NUM and NUM NUM are smoothly equivalent and suppose that and are the corresponding equilibria of and and are the jacobians of and respectively then and are similar i e their characteristic polynomials and eigenvalues are the same                                                                                                                                                                                                                                                                                                                                                                                                                                                        
remark,problem,what is new in theorem ref is the explicit polynomial else both conjectures NUM and NUM of toth follow from theorem NUM in citationelement as they have determined the leading coefficient and degree of the counting polynomial for all ranks                                                                                                                                                                                                                                                                                                                                                                                                                                                        
remark,related work,the variational approach suggested in section ref has appeared in various guises in discussions of monochrome simplicial depth in particular it underlies many of the algorithms suggested for computing monochrome simplicial depth several such algorithms have been proposed recently see for example the discussion in citationelement many of these focus on the NUM dimensional problem citationelement and citationelement use variational ideas in NUM and NUM dimensional algorithms                                                                                                                                                                                                                                                                                                                                                                                                                             
remark,result,in phase space the tracking of the beam propagation is lost in the gaussian beam ansatz but has been recorded through the moving domain which can be traced back to                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
result,abstract,in this paper we generalize o belegradeks results from citationelement on characterizing groups elementary equivalent to the group which is as mentioned above a free nilpotent group of class NUM and rank NUM we start with describing a certain class of groups such that is a free NUM nilpotent group of rank for a natural number the class coincides with the class of upper unitriangular groups over a commutative associative unitary rings we introduce various definitions for a basis of an group over and show that these bases are first order definable as should be expected from the work of o belegradek on groups the classes are not elementarily closed to close the class we introduce a new type of groups and prove that they give the elementary closure of the class of groups over commutative unitary rings one of the most crucial steps in this work is recovering the ring of integers from and showing that it is absolutely interpretable in to do so we use the method of bilinear mappings due to a myasnikov citationelement in contrast with o belegradek who uses mal cev original idea from citationelement                                                                                                                                                                                                                                                                                                  
result,acknowledgement,the numerics described in this section were carried out using mathematica citationelement                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
result,conclusion,before the advent of xmm newton and chandra only low or medium resolution spectra were available to x ray astronomers these data led to the determination of four main observables the temperature s of the plasma the degree of absorption the temporal variability and the overall flux level the current x ray facilities have indeed given some better insights into these properties see sect ref but they have also provided high resolution spectra which permit to study the line ratios and the detailed shape of the line profiles for the first time such observations see example in fig ref have resulted in new strong constraints on the models                                                                                                                                                                                                                                                                                                                                                                                    
result,definition,given an analytic map where is an interval let denote the wronskian of                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
result,example,in this section we discuss a typical example of successful leptogenesis at the scale of a few tev the example presented is a general one no particular choice of the parameters has been performed except for the fact that the low energy neutrino data are reproduced within errors and that the choice yields an interesting washout dynamics well suited to illustrate how pfl works the numerical value of the final lepton asymmetry is about a factor of NUM larger than what is indicated by measurements of the cosmic baryon asymmetry this is however irrelevant since as was discussed in section NUM it would be sufficient a minor rescaling of the couplings or a slight change in the cpv phases to obtain the precise experimental result in the numerical analysis we have neglected the dynamics of the heavier singlet neutrinos since the masses are sufficiently hierarchical to ensure that related washouts do not interfere with dynamics moreover in the strong washout fully flavored regime that is effective as long as gev the cpv asymmetries do not contribute to the final lepton number asymmetry citationelement                                                                                                                                                                                                                                                                                                         
result,introduction,motivated by work on inequalities for the ratio of two gamma functions in citationelement and citationelement m e h ismail l lorch and m e muldoon pointed out at the beginning of citationelement that simple monotonicity of the ratio of two gamma functions are useful                                                                                                                                                                                                                                                                                                                                                                                                                                                   
result,proof,let be the volume of the dimensional unit closed ball centered at the origin for any and define the sequence of cut off functions and let let be the unit vector in the first coordinate direction for and define for we have see citationelement and citationelement if then since the intersection always contains a ball of diameter we get the following lower bound the next theorem gives asymptotic bounds for a strong connectivity threshold in random geometric graphs asymptotics for the strong connectivity threshold was one of the more difficult problems in the theory of random geometric graphs we will take in ref and work with the cut off functions as defined in ref define the function by from ref it is clear that for fixed is increasing in for and converges to NUM as and hence from the bound ref we get that for thus we have the bound for                                                                                                                                                                                                                                                                                                                                         
result,proposition,we suppose that is filtered space endowed by the equivalent measures where is unknown parameter we suppose that for each there exists a martingale measure we denote as before by the price of risky asset obtained under physical measure let be an estimator of and let be the result of the replacement in of the unknown parameter by its estimator                                                                                                                                                                                                                                                                                                                                                                                                                                    
result,problem,can the upper bounds ref and ref be improved similarly as the upper bounds ref and ref what is the optimal rate of convergence or the rate of the complexity for numerical integration with a quantum computer                                                                                                                                                                                                                                                                                                                                                                                                                                                           
result,related work,the netflix prize competition citationelement has recently generated increased interest in recommender algorithms in the research community and put recommender algorithms under a systematic thorough evaluation on standard data citationelement the final best results blended a very large number of methods whose reproduction is out of the scope of this paper as one of our baselines we selected a successful matrix factorization recommender described by simon funk in citationelement that is based on an approach reminiscent of gradient boosting citationelement                                                                                                                                                                                                                                                                                                                                                                                                                
result,remark,motivated by these lines of work in additive number theory and hardness of approximation we wish to obtain weaker conditions that guarantee ref indeed our main result theorem ref shows that for some constant which only depends on the pairwise independent distribution where denotes the size of the largest fourier coefficient of is pairwise independent as in figure ref the functions are of fourier degree at most in other words all of their fourier coefficients at levels above are                                                                                                                                                                                                                                                                                                                                                                                                                 
